2019,id,count,family
0.5249701437372823,lol,12263438,lol
0.14611696497530122,haha,3413330,ha
0.1194498793634899,lmao,2790380,acronym
0.0333551110608453,LOL,779184,lol
0.028778663317845204,hahaha,672277,ha
0.027433215848900298,hahahaah,640847,ha
0.02509201739124628,ha,586156,ha
0.012744979100830136,lmfao,297726,acronym
0.010388712316447874,LMAO,242683,acronym
0.008341945538443968,hehe,194870,other
0.007279157618892736,heh,170043,other
0.0064533961910865885,hah,150753,ha
0.0058223243938487325,hahah,136011,ha
0.003866352845931753,bahaha,90319,other
0.0033470092667640915,HA,78187,ha
0.003224193842379652,lolol,75318,lol
0.002968032287999559,haspaceha,69334,ha
0.0028138387855134134,LMFAO,65732,acronym
0.002278356685957835,lool,53223,lol
0.0019319135944474587,jaja,45130,other
0.0019262201641779813,hehehe,44997,other
0.0018631643537498602,ded,43524,text
0.001777634476468539,rofl,41526,acronym
0.0016367113753623782,HAHA,38234,ha
0.0013088468457839806,BAHAHA,30575,other
0.0011786256812745819,lel,27533,lol
0.001171476787627945,HAHAHA,27366,ha
0.001096049538493967,lulz,25604,lol
0.0008061554799608805,kiki,18832,other
0.0007658733906106687,ROFL,17891,acronym
0.0007604796145659008,imlaughing,17765,text
0.0007053004294729964,haspacehaspaceha,16476,ha
0.0006891191013386924,LOOL,16098,lol
0.0006451127380528074,heheh,15070,other
0.0005732385318689545,LOLOL,13391,lol
0.0005301739390035846,cantstoplaughing,12385,text
0.0004788902588319016,haaaaah,11187,ha
0.00044066294130826807,HAHAHAAH,10294,ha
0.0004054321660317279,mwahah,9471,other
0.0003792766329892418,HAH,8860,ha
0.0003720421238498308,teehee,8691,other
0.0003688315428708022,muahaha,8616,other
0.0002815893557339992,haspacehaspacehaspaceha,6578,ha
0.0002660501437955009,huehue,6215,other
0.00019657317140932262,haa,4592,ha
0.00019096535663261938,lawl,4461,lol
0.00016613686372813177,HAAAAAH,3881,ha
0.00015693319825491652,HAHAH,3666,ha
0.0001521387306595672,HASPACEHA,3554,ha
0.00014357718138215768,keke,3354,other
0.0001362142490035855,DED,3182,text
0.00012919377859610967,ROFLMAO,3018,acronym
0.0001244421187471474,roflmao,2907,acronym
0.0001236287715657935,JAJA,2888,other
0.00010064101175594893,luls,2351,lol
0.00009362054134847312,HASPACEHASPACEHA,2187,ha
0.00009340650261653789,buhaha,2182,other
0.00007919433081603807,sksksk,1850,other
0.00007243070688688455,MUAHAHA,1692,other
0.00006973381886450056,HASPACEHASPACEHASPACEHA,1629,ha
0.0000671653540812777,MWAHAH,1569,other
0.00005984522944909256,l0l,1398,lol
0.00005980242170270551,LULZ,1397,lol
0.000059031882267738655,LEL,1379,lol
0.000057876073115288366,HEH,1352,other
0.00005492233861458208,lawlz,1283,lol
0.00004229405343040304,ichortled,988,text
0.00004186597596653256,HEHE,978,other
0.00004182316822014551,HEHEHE,977,other
0.000038997856958600374,HAA,911,ha
0.000030393499934803803,pmsl,710,acronym
0.000029879806978159232,imactuallylaughing,698,text
0.00002846715134738666,LAWL,665,lol
0.000026412379520808376,ctfu,617,acronym
0.00002555622459306742,HUEHUE,597,other
0.0000196915633380419,L0L,460,lol
0.000016309751373465138,BUHAHA,381,other
0.000015967289402368757,SKSKSK,373,other
0.000015239557713788948,iliterallyloled,356,text
0.000013912517575790472,huahua,325,other
0.00001361286335108114,eksdee,318,other
0.000012842323916114283,lelel,300,lol
0.000012114592227534473,CANTSTOPLAUGHING,283,text
0.000012071784481147426,PMSL,282,acronym
0.00001198616898837333,HEHEH,280,other
0.000011172821807019426,IMLAUGHING,261,text
0.00001091597532869714,TEEHEE,255,other
0.00001091597532869714,KIKI,255,other
0.000009760166176246855,iactuallyburstoutlaughing,228,text
0.000006421161958057142,KEKE,150,other
0.000006035892240573713,mystomachhurtsfromlaughing,141,text
0.000004751659848962284,CTFU,111,acronym
0.000004152351399543618,muehehe,97,other
0.000002953734500706285,LAWLZ,69,lol
0.000002611272529609904,EKSDEE,61,other
0.0000020119640801912377,LELEL,47,lol
0.000001755117601868952,LULS,41,lol
0.0000012414246452243807,HUAHUA,29,other
0.0000012414246452243807,dehd,29,text
0.000001198616898837333,lolle,28,lol
6.849239421927618e-7,imliterallycrackingup,16,text
3.424619710963809e-7,thatssojokes,8,text
2.9965422470933327e-7,MUEHEHE,7,other
2.5684647832228567e-7,IMACTUALLYLAUGHING,6,text
2.5684647832228567e-7,MYSTOMACHHURTSFROMLAUGHING,6,text
2.1403873193523804e-7,ICHORTLED,5,text
2.1403873193523804e-7,DEHD,5,text
1.2842323916114283e-7,actulol,3,lol
1.2842323916114283e-7,youjustmademelaughlikeanidiot,3,text
8.561549277409522e-8,qltm,2,acronym
8.561549277409522e-8,thatsliterallysofunny,2,text
4.280774638704761e-8,QLTM,1,acronym
4.280774638704761e-8,ILITERALLYLOLED,1,text
0,LOLLE,0,lol
0,THATSLITERALLYSOFUNNY,0,text
0,IMLITERALLYCRACKINGUP,0,text
0,YOUJUSTMADEMELAUGHLIKEANIDIOT,0,text
0,IACTUALLYBURSTOUTLAUGHING,0,text
0,THATSSOJOKES,0,text
0,ACTULOL,0,lol
